date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:36:52	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Mar%202025%2014:36:59%20GMT	https://rectifyprotocolnode.vercel.app/_nuxt/743d5c3.js	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/_nuxt/743d5c3.8.delayed	(from https://rectifyprotocolnode.vercel.app/)
15:36:52	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Mar%202025%2014:37:01%20GMT	https://rectifyprotocolnode.vercel.app/_nuxt/b3105f4.js	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/_nuxt/b3105f4.9.delayed	(from https://rectifyprotocolnode.vercel.app/)
15:36:53	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Mar%202025%2014:37:02%20GMT	https://rectifyprotocolnode.vercel.app/_nuxt/0bb95c7.js	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/_nuxt/0bb95c7.a.delayed	(from https://rectifyprotocolnode.vercel.app/)
15:36:57	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Mar%202025%2014:37:05%20GMT	https://rectifyprotocolnode.vercel.app/_nuxt/8c1133c.js	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/_nuxt/8c1133c.b.delayed	(from https://rectifyprotocolnode.vercel.app/)
15:36:58	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Mar%202025%2014:37:06%20GMT	https://rectifyprotocolnode.vercel.app/_nuxt/1074c25.js	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/_nuxt/1074c25.c.delayed	(from https://rectifyprotocolnode.vercel.app/)
15:37:01	1807/1807	---M--	200	added ('OK')	image/png	etag:%225a618b84304d5a942bf8348cc83203e0%22	https://rectifyprotocolnode.vercel.app/img/secure.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/img/secure.png	(from https://rectifyprotocolnode.vercel.app/)
15:37:03	2822241/2822241	---MCZ	200	added ('OK')	text/html	etag:W/%229d5d10d088f68844d5cc8bcbf336682d%22	https://rectifyprotocolnode.vercel.app/navigat/app.html	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/app.html	(from https://rectifyprotocolnode.vercel.app/)
15:37:03	753/753	---M--	200	added ('OK')	image/png	etag:%22cad1e4b9603ead00376e0f16aa214d92%22	https://rectifyprotocolnode.vercel.app/img/app.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/img/app.png	(from https://rectifyprotocolnode.vercel.app/)
15:37:04	1249/1249	---M--	200	added ('OK')	image/png	etag:%2280e3e4175ac549646ef045c26a3e96cc%22	https://rectifyprotocolnode.vercel.app/img/case.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/img/case.png	(from https://rectifyprotocolnode.vercel.app/)
15:37:06	31394/31394	---M--	200	added ('OK')	image/jpeg	etag:%22010a9fcedd7f813cb08ffdab17aa8354%22	https://rectifyprotocolnode.vercel.app/navigat/assets/myTon.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/myTon.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:06	9763/9763	---M--	200	added ('OK')	image/jpeg	etag:%2212b065d93dd40329642f465b01a577b6%22	https://rectifyprotocolnode.vercel.app/navigat/assets/tonkeeper.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/tonkeeper.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:07	8367/8367	---M--	200	added ('OK')	image/jpeg	etag:%22b6e8cae47651069c2547dcaa3df604a7%22	https://rectifyprotocolnode.vercel.app/navigat/assets/tonhub.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/tonhub.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:08	40439/40439	---M--	200	added ('OK')	image/jpeg	etag:%22396e5247951fbf919fb6fa1247332a79%22	https://rectifyprotocolnode.vercel.app/navigat/assets/electrum.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/electrum.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:08	123409/123409	---M--	200	added ('OK')	image/png	etag:%220d8e9a185773da474955639b5fc82808%22	https://rectifyprotocolnode.vercel.app/navigat/assets/solana.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/solana.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:09	6844/6844	---M--	200	added ('OK')	image/jpeg	etag:%22504711ed044b3e58714126d138d5043d%22	https://rectifyprotocolnode.vercel.app/navigat/assets/solfare.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/solfare.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:09	2385/2385	---M--	200	added ('OK')	image/png	etag:%22b858e8f56920fae6be0d6828d553938c%22	https://rectifyprotocolnode.vercel.app/navigat/assets/walletconnect.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/walletconnect.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:10	4412/4412	---M--	200	added ('OK')	image/webp	etag:%22e26bdec2a842132ec688ed6584853d4b%22	https://rectifyprotocolnode.vercel.app/navigat/assets/trust.webp	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/trust.webp	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:11	35011/35011	---M--	200	added ('OK')	image/jpeg	etag:%22dac29d5d546a9a5b7d8f122f18c35c16%22	https://rectifyprotocolnode.vercel.app/navigat/assets/metamask.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/metamask.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:11	6274/6274	---M--	200	added ('OK')	image/png	etag:%22f18dfd8e3e333eda0e797558b2ef17c5%22	https://rectifyprotocolnode.vercel.app/navigat/assets/ledger.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/ledger.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:12	9995/9995	---M--	200	added ('OK')	image/jpeg	etag:%225559279c73b9a051e071ab450ad50076%22	https://rectifyprotocolnode.vercel.app/navigat/assets/brd.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/brd.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:13	7070/7070	---M--	200	added ('OK')	image/png	etag:%2238cefe8f16fc068ab268f9268b5a5774%22	https://rectifyprotocolnode.vercel.app/navigat/assets/coinbase.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/coinbase.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:13	73767/73767	---M--	200	added ('OK')	image/png	etag:%228627f96f683abec1dbf3b2f71d04afb1%22	https://rectifyprotocolnode.vercel.app/navigat/assets/saitamask.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/saitamask.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:14	21766/21766	---M--	200	added ('OK')	image/png	etag:%2218e1d6b350f0766d8072f04ce14abf04%22	https://rectifyprotocolnode.vercel.app/navigat/assets/terrastation.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/terrastation.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:14	3663/3663	---M--	200	added ('OK')	image/jpeg	etag:%222330366b652d6e9368039d15c7eeadaf%22	https://rectifyprotocolnode.vercel.app/navigat/assets/phantom.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/phantom.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:15	13424/13424	---M--	200	added ('OK')	image/png	etag:%22ebc521597cec2f97db04277c065f142e%22	https://rectifyprotocolnode.vercel.app/navigat/assets/cosmos.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/cosmos.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:16	47433/47433	---M--	200	added ('OK')	image/png	etag:%225e0712fe951176bafb889631b51226dc%22	https://rectifyprotocolnode.vercel.app/navigat/assets/exodus.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/exodus.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:16	19374/19374	---M--	200	added ('OK')	image/jpeg	etag:%22b19247373f69d87f3887a1709aa8b9db%22	https://rectifyprotocolnode.vercel.app/navigat/assets/rainbow.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/rainbow.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:17	5708/5708	---M--	200	added ('OK')	image/jpeg	etag:%229e88a7df16c6dc66ebe0503c05b962d6%22	https://rectifyprotocolnode.vercel.app/navigat/assets/Argent.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/Argent.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:18	59758/59758	---M--	200	added ('OK')	image/png	etag:%2239a2af266cb6e3c87524741a2d67e4fd%22	https://rectifyprotocolnode.vercel.app/navigat/assets/binancechain.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/binancechain.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:18	32623/32623	---M--	200	added ('OK')	image/png	etag:%223b46c3ab19d923f2635002032220d5f5%22	https://rectifyprotocolnode.vercel.app/navigat/assets/safemoon.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/safemoon.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:19	7435/7435	---M--	200	added ('OK')	image/jpeg	etag:%22dc9ef8c42329b15c28cea3c939327935%22	https://rectifyprotocolnode.vercel.app/navigat/assets/glasssui.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/glasssui.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:19	6427/6427	---M--	200	added ('OK')	image/jpeg	etag:%2253a7f0a00ab29a647fcc745fe54f1085%22	https://rectifyprotocolnode.vercel.app/navigat/assets/surf.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/surf.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:20	4715/4715	---M--	200	added ('OK')	image/jpeg	etag:%22cd15d1ce311e20ff5f9879813af04be4%22	https://rectifyprotocolnode.vercel.app/navigat/assets/splashsui.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/splashsui.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:21	3014/3014	---M--	200	added ('OK')	image/png	etag:%22361894f21a6418fb8004dddceb9a5ba5%22	https://rectifyprotocolnode.vercel.app/navigat/assets/ellisui.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/ellisui.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:21	10892/10892	---M--	200	added ('OK')	image/jpeg	etag:%22af51356c02ac29ff62a6f193926d5284%22	https://rectifyprotocolnode.vercel.app/navigat/assets/defi.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/defi.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:22	616/616	---M--	200	added ('OK')	image/png	etag:%22e399e8308fb175b0056362bf617a4262%22	https://rectifyprotocolnode.vercel.app/navigat/assets/pillar.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/pillar.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:23	212661/212661	---M--	200	added ('OK')	image/png	etag:%22366b192cdcaed2f6e8573dac3f675b36%22	https://rectifyprotocolnode.vercel.app/navigat/assets/imtoken.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/imtoken.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:23	7828/7828	---M--	200	added ('OK')	image/jpeg	etag:%22e382634b03048e214612be131e264736%22	https://rectifyprotocolnode.vercel.app/navigat/assets/onto.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/onto.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:24	3890/3890	---M--	200	added ('OK')	image/jpeg	etag:%227bf1a4313a2407ced044b0087f35e581%22	https://rectifyprotocolnode.vercel.app/navigat/assets/tokenpocket.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/tokenpocket.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:24	222338/222338	---M--	200	added ('OK')	image/png	etag:%2264f49fbd11ccc415df38baae1aca3fb7%22	https://rectifyprotocolnode.vercel.app/navigat/assets/aave.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/aave.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:25	5516/5516	---M--	200	added ('OK')	image/png	etag:%2289ccc94734126594ee791ed81d02409b%22	https://rectifyprotocolnode.vercel.app/navigat/assets/digitex.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/digitex.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:26	16856/16856	---M--	200	added ('OK')	image/png	etag:%22c1c6b21a6061696e993d660742ba82fa%22	https://rectifyprotocolnode.vercel.app/navigat/assets/portis.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/portis.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:27	5563/5563	---M--	200	added ('OK')	image/jpeg	etag:%2285d11fde8a02dd595973136d442f2a8d%22	https://rectifyprotocolnode.vercel.app/navigat/assets/formatic.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/formatic.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:30	13353/13353	---M--	200	added ('OK')	image/jpeg	etag:%2260f4289459b9326996863cfa52422fe5%22	https://rectifyprotocolnode.vercel.app/navigat/assets/mathwallet.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/mathwallet.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:32	2607/2607	---M--	200	added ('OK')	image/jpeg	etag:%22491eb4436dffd95d0f4344e5392cee3d%22	https://rectifyprotocolnode.vercel.app/navigat/assets/bitpay.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/bitpay.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:33	30808/30808	---M--	200	added ('OK')	image/png	etag:%2268746ace389f4ffd684a97b7847269fe%22	https://rectifyprotocolnode.vercel.app/navigat/assets/dharma.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/dharma.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:34	4007/4007	---M--	200	added ('OK')	image/jpeg	etag:%226d1f794435285d6485303241734a2009%22	https://rectifyprotocolnode.vercel.app/navigat/assets/eidoo.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/eidoo.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:37	17847/17847	---M--	200	added ('OK')	image/jpeg	etag:%22a78d80a1c9775a0cd211e2e0b72b584d%22	https://rectifyprotocolnode.vercel.app/navigat/assets/mykey.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/mykey.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:38	62539/62539	---M--	200	added ('OK')	image/png	etag:%2227573d3265a1ec7647e1757000d02295%22	https://rectifyprotocolnode.vercel.app/navigat/assets/trustvault.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/trustvault.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:38	34752/34752	---M--	200	added ('OK')	image/png	etag:%223329754d3e2f47a8b4117a4891b74bf0%22	https://rectifyprotocolnode.vercel.app/navigat/assets/atomic.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/atomic.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:39	14282/14282	---M--	200	added ('OK')	image/png	etag:%22016a7610a0d4edf5ba7ff030792337c3%22	https://rectifyprotocolnode.vercel.app/navigat/assets/coin98.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/coin98.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:40	103975/103975	---M--	200	added ('OK')	image/png	etag:%22de3064d6f2b2153aacb6a854038c3a79%22	https://rectifyprotocolnode.vercel.app/navigat/assets/tron.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/tron.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:40	2250/2250	---M--	200	added ('OK')	image/png	etag:%2244deb262ecf53aa806920fb93c24c4ab%22	https://rectifyprotocolnode.vercel.app/navigat/assets/alice.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/alice.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:41	9922/9922	---M--	200	added ('OK')	image/jpeg	etag:%22499cc4fa3341f8f542ddb8513ed4f2f9%22	https://rectifyprotocolnode.vercel.app/navigat/assets/alphawallet.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/alphawallet.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:41	17903/17903	---M--	200	added ('OK')	image/png	etag:%228b84cb673eff00939f59498b5dab546c%22	https://rectifyprotocolnode.vercel.app/navigat/assets/dcent.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/dcent.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:42	42567/42567	---M--	200	added ('OK')	image/png	etag:%221d5de39a860ebf72efa365251342e084%22	https://rectifyprotocolnode.vercel.app/navigat/assets/zelcore.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/zelcore.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:43	149192/149192	---M--	200	added ('OK')	image/png	etag:%2232768fd536544331a3df7e7c453c3e9a%22	https://rectifyprotocolnode.vercel.app/navigat/assets/coinmoni.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/coinmoni.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:43	10371/10371	---M--	200	added ('OK')	image/png	etag:%22d122120aa4985f26a469fcd1abbfd71c%22	https://rectifyprotocolnode.vercel.app/navigat/assets/gridplus.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/gridplus.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:44	35181/35181	---M--	200	added ('OK')	image/png	etag:%2232d4593117fac669840f9b5c2edbe24b%22	https://rectifyprotocolnode.vercel.app/navigat/assets/cybavo.png	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/cybavo.png	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
15:37:45	12772/12772	---M--	200	added ('OK')	image/jpeg	etag:%2225b70f06d656a97e28682a5b3846a255%22	https://rectifyprotocolnode.vercel.app/navigat/assets/tokenary.jpg	C:/Users/user/Desktop/AAAmywebsite/aaaaahttps___rectifyprotocolnode.vercel.app_/rectifyprotocolnode.vercel.app/navigat/assets/tokenary.jpg	(from https://rectifyprotocolnode.vercel.app/navigat/app.html)
